Startup_ID,Startup_Name,sector,founded_year,headquarters,founder_count,funding_stage,current_status,Total_Funding_Raised,Latest_Funding_Amount,Latest_Funding_Round,Latest_Funding_Date,Number_of_Funding_Rounds,Funding_Timeline,Investors_List,Last_Funding_Lead_Investor,Valuation,Revenue,Profit_or_Loss,Gross_Margin,Employee_Count,Monthly_Visits,Google_Trends_Score,App_Downloads,App_Rating,App_Reviews_Count,TAM,TAM_Growth_Rate,Market_Size_Category,Positive_News_Count,Negative_News_Count,Neutral_News_Count,Total_News_Count,Historical_Exit_Type,Exit_Year,Exit_Valuation_USD_Million,Acquirer_Name,Exit_Status,Exit_Reason,Years_to_Exit,Funding_Score,Financial_Health_Score,Growth_Score,Market_Opportunity_Score,Popularity_Score,Media_Buzz_Score,Sentiment_Score,Exit_Score,Startup_Age,Startup_Maturity_Score,Investor_Confidence_Score,Operational_Strength_Score,Competitive_Strength_Score,Valuation_Score,Overall_Startup_Score,Success_Prediction,Success_Probability,Unicorn_Prediction,Unicorn_Probability,Risk_Score,Risk_Prediction,Risk_Probability,Growth_Prediction,Growth_Probability,IPO_Prediction,IPO_Probability,Acquisition_Prediction,Acquisition_Probability,Exit_Prediction,Exit_Probability,Portfolio_Fit_Prediction,Portfolio_Fit_Probability,Portfolio_Fit_Class_0_Probability,Portfolio_Fit_Class_1_Probability,Portfolio_Fit_Class_2_Probability,Portfolio_Fit_Class_3_Probability,Investment_Recommendation_Prediction,Investment_Recommendation_Probability,Investment_Recommendation_Class_0_Probability,Investment_Recommendation_Class_1_Probability,Investment_Recommendation_Class_2_Probability,Investment_Recommendation_Class_3_Probability,Funding_Stage_Prediction,Funding_Stage_Name,Funding_Stage_Probability,Funding_Stage_Seed_Probability,Funding_Stage_Pre-Series A_Probability,Funding_Stage_Series A_Probability,Funding_Stage_Series B+_Probability,Funding_Requirement_Prediction,Funding_Requirement_Probability,Funding_Requirement_Class_0_Probability,Funding_Requirement_Class_1_Probability,Funding_Readiness_Prediction,Funding_Readiness_Name,Funding_Readiness_Probability,Funding_Readiness_Not Ready_Probability,Funding_Readiness_Early Preparation_Probability,Funding_Readiness_Ready_Probability,Funding_Readiness_Highly Ready_Probability,Competitive_Survival_Probability,Follow_On_Funding_Probability,Market_Leadership_Probability,Valuation_Growth_Prediction
ST115,Acko Drive,Car Selling Platform / AutoTech,2019,"Bengaluru, India",2,Growth Stage (Backed by Parent),Subsidiary,,,Corporate Internal,Jan-19,,Parent Capital Infusion,ACKO General Insurance (Parent),ACKO (Parent),,85.0,-30.0,24.0,280.0,1500000.0,42,1000000.0,4.2,25000.0,32000.0,16.0,Very Large,88,10,59,157,Subsidiary,2019,0,ACKO General Insurance,Subsidiary,Internal Auto Insurance / Purchase Vertical,0,0.0,25.99425043129694,9.47265395894428,49.69111969111968,12.05,7.945559105431308,49.36708860759494,30.0,7,9.233006912442397,0.0,26.624290753877577,21.91158706527313,0.796875,20.787755631271608,0,0.0,0,0.33,1,1,99.27,0,0.0,0,0.52,0,0.45,0,1.38,0,45.67,45.67,44.33,6.67,3.33,0,57.0,57.0,34.0,7.67,1.33,0,Seed,98.25,98.25,1.13,0.38,0.24,1,96.11,3.89,96.11,0,Not Ready,51.67,51.67,35.67,11.33,1.33,24.79,9.28,24.09,22.6
ST116,Dunzo,Quick Commerce,2014,"Bengaluru, India",4,Late Stage (Series E),Private,497.0,50.0,Series E,Apr-23,11.0,Seed → Series A → B → C → D → E,"Reliance Retail, Google, Lightbox, Blume Ventures",Reliance Retail,200.0,180.0,-1200.0,10.0,450.0,2200000.0,48,50000000.0,4.1,850000.0,22000.0,24.0,Large,46,211,104,361,Private,0,0,0,Active,Late Stage Restructuring / Insolvency,0,37.3495392411455,6.658653846153846,27.508064516129032,47.91505791505792,29.714285714285715,42.00000000000001,-45.58011049723757,30.0,12,22.779953917050687,43.54011731082794,7.791718362282879,42.60875799644599,16.05559787110024,31.286283058446013,1,99.96,0,33.67,1,1,100.0,0,0.0,0,2.51,0,1.6,0,3.16,1,38.33,35.67,38.33,16.33,9.67,0,37.0,37.0,28.33,24.0,10.67,0,Seed,67.51,67.51,5.21,25.22,2.06,1,80.87,19.13,80.87,1,Early Preparation,38.0,34.0,38.0,21.33,6.67,24.92,28.33,39.34,30.3
ST117,Milkbasket,Quick Commerce,2015,"Gurugram, India",4,Late Stage (Series B),Acquired,33.0,120.0,Series B,Aug-21,7.0,Seed → Series A → B,"Reliance Retail, Kalaari Capital, Unilever Ventures",Reliance Retail (Acquirer),40.0,350.0,8.0,22.0,800.0,3100000.0,52,10000000.0,4.3,320000.0,22000.0,24.0,Large,134,29,56,219,Acquired,2021,40,Reliance Retail,Acquired,Strategic Buyout to power JioMart Grocery,6,13.813060845415851,29.866963923279883,19.80021994134897,47.91505791505792,20.65,23.9278381256656,47.72727272727273,19.4,11,26.149193548387096,20.589340993945243,32.19559295553795,30.74211180819998,8.095528340109878,29.83074021152896,0,41.94,0,1.33,0,0,0.0,0,0.0,1,94.82,0,6.83,1,88.51,1,39.33,38.33,39.33,17.0,5.33,1,34.67,34.33,34.67,24.0,7.0,0,Seed,77.81,77.81,17.87,2.89,1.43,0,94.42,94.42,5.58,1,Early Preparation,36.0,35.33,36.0,22.67,6.0,30.89,21.45,31.18,29.78
ST118,Otipy,Quick Commerce / Fresh Produce,2019,"Gurugram, India",1,Growth Stage (Series B),Private,44.0,32.0,Series B,Mar-22,4.0,Seed → Series A → B,"WestBridge Capital, SIG Venture Capital, Omidyar Network",WestBridge Capital,140.0,115.0,-48.0,26.0,420.0,1400000.0,44,5000000.0,4.3,110000.0,18000.0,22.0,Large,178,9,81,268,Private,0,0,0,Active,Still Private,0,8.55903844766645,26.994764182058045,11.90542521994135,36.06177606177607,16.12857142857143,37.2917571884984,62.825278810408925,30.0,7,10.962845622119817,13.55092314203224,28.3405303110903,19.726250208308183,5.755547355329845,24.68343086924625,0,0.0,0,3.0,0,0,0.0,0,0.0,0,0.67,0,0.36,0,1.51,1,48.0,40.33,48.0,8.0,3.67,0,46.67,46.67,39.33,12.0,2.0,0,Seed,59.5,59.5,37.83,1.57,1.1,0,84.34,84.34,15.66,0,Not Ready,47.33,47.33,41.33,11.0,0.33,23.73,15.97,21.91,21.91
ST119,Pluckk,Quick Commerce / Fresh Produce,2021,"Mumbai, India",2,Growth Stage (Series A),Private,10.0,5.0,Series A,Jan-23,2.0,Seed → Series A,"Exponentia Ventures, Kareena Kapoor Khan",Exponentia Ventures,35.0,42.0,-18.0,24.0,210.0,680000.0,36,1000000.0,4.4,28000.0,18000.0,22.0,Large,133,25,42,200,Private,0,0,0,Active,Still Private,0,3.7462039241145497,25.48068677694337,6.632404692082111,36.06177606177607,16.188571428571446,20.28532481363152,53.73134328358209,30.0,5,3.7323732718894,6.037366091828681,25.927864196298213,16.463556597534687,2.0545899086594384,19.689666592966297,0,0.0,0,0.0,1,1,93.14,0,0.0,0,0.96,0,0.34,0,1.29,1,48.0,42.33,48.0,6.67,3.0,0,58.67,58.67,31.33,7.67,2.33,0,Seed,97.44,97.44,1.85,0.42,0.29,1,95.13,4.87,95.13,0,Not Ready,51.33,51.33,38.33,10.33,0.0,21.1,11.32,19.29,18.67
ST120,Country Delight,Quick Commerce / D2C Dairy,2013,"Gurugram, India",2,Late Stage (Series E),Private,300.0,20.0,Series E,Jan-24,8.0,Seed → Series A → B → C → D → E,"Temasek, Matrix Partners India, Venturi Partners, Orios",Venturi Partners / Temasek,820.0,900.0,-120.0,32.0,2200.0,6200000.0,74,10000000.0,4.4,420000.0,25000.0,20.0,Very Large,228,50,160,438,Private,0,0,0,Active,Still Private,0,24.7348156964582,40.61821341587173,37.70747800586511,45.01930501930501,27.04285714285716,73.81742279020233,40.546697038724375,30.0,13,50.85829493087558,38.11540054316218,48.54160051264592,40.24856702910285,28.063827722561484,46.3039773059773,1,100.0,1,65.67,0,0,0.0,0,2.3,0,30.6,0,0.55,0,19.37,1,38.67,29.33,38.67,16.33,15.67,1,31.67,27.67,31.67,27.0,13.67,2,Series A,43.45,42.9,11.5,43.45,2.15,0,97.29,97.29,2.71,1,Early Preparation,32.67,30.0,32.67,24.0,13.33,42.1,35.58,38.98,40.72
ST121,Fraazo,Quick Commerce / Fresh Produce,2019,"Mumbai, India",4,Late Stage (Series B),Private,65.0,50.0,Series B,Oct-21,3.0,Seed → Series A → B,"WestBridge Capital, Sixteenth Street Capital, Equanimity",WestBridge Capital,120.0,15.0,-80.0,12.0,120.0,250000.0,22,5000000.0,3.9,75000.0,18000.0,22.0,Large,58,212,86,356,Private,0,0,0,Inactive,Operations Suspended / Scale-Down,0,7.816205907812162,19.62548520905216,3.532441348973607,36.06177606177607,4.696428571428571,42.21682641107561,-43.13725490196079,30.0,7,6.809619815668204,11.194429893912014,19.66076746711668,14.075598998933714,4.2966634763677725,15.331146474891447,0,0.0,0,3.33,1,1,100.0,0,0.0,0,1.04,0,0.96,0,1.23,0,45.33,45.33,44.33,6.67,3.67,0,57.0,57.0,29.0,11.33,2.67,0,Seed,99.38,99.38,0.25,0.22,0.14,1,95.53,4.47,95.53,0,Not Ready,53.0,53.0,34.33,11.0,1.67,17.2,11.56,16.87,16.41
ST122,KisanKonnect,Quick Commerce / Fresh Produce,2020,"Mumbai, India",2,Growth Stage (Series A),Private,10.0,4.2,Pre-Series A,Feb-24,3.0,Seed → Pre-Series A,"Green Frontier Capital, Shilpa Shetty, Angel Investors",Green Frontier Capital,30.0,120.0,-14.0,25.0,280.0,520000.0,34,1000000.0,4.4,32000.0,18000.0,22.0,Large,99,30,39,168,Private,0,0,0,Active,Still Private,0,5.406811296256222,27.13682261010757,6.429472140762463,36.06177606177607,16.040000000000017,11.05320553780618,40.82840236686391,30.0,6,7.527649769585253,8.661319751682454,27.54811293268822,16.868936458621395,3.220365758194167,19.931505035581267,0,0.0,0,0.33,1,1,91.11,0,0.0,0,0.34,0,0.24,0,1.15,1,48.33,42.33,48.33,6.33,3.0,0,60.0,60.0,31.33,6.67,2.0,0,Seed,96.63,96.63,2.5,0.52,0.36,0,87.69,87.69,12.31,0,Not Ready,52.0,52.0,38.33,9.67,0.0,21.93,12.93,19.59,19.34
ST123,DeepRooted,Quick Commerce / Fresh Produce,2020,"Bengaluru, India",3,Growth Stage (Series A),Private,16.0,12.5,Series A,Sep-22,3.0,Seed → Series A,"IvyCap Ventures, Accel, Omnivore",IvyCap Ventures,45.0,55.0,-22.0,22.0,190.0,380000.0,28,500000.0,4.3,18000.0,18000.0,22.0,Large,80,29,49,158,Private,0,0,0,Active,Still Private,0,5.694676476953041,24.86181055916379,4.160190615835776,36.06177606177607,13.16,7.365452609158682,32.075471698113205,30.0,6,5.844182027649769,9.013932421485544,25.09870572045412,15.536030224527586,2.919650034272183,18.13556756919429,0,0.0,0,0.0,1,1,99.96,0,0.0,0,0.41,0,0.24,0,1.15,1,47.67,42.67,47.67,6.67,3.0,0,60.67,60.67,31.0,6.33,2.0,0,Seed,98.02,98.02,1.39,0.37,0.23,1,93.53,6.47,93.53,0,Not Ready,52.33,52.33,38.0,9.67,0.0,20.13,12.07,18.41,17.92
ST124,Tendercuts,Quick Commerce / Meat & Seafood,2015,"Chennai, India",1,Growth Stage (Series A),Acquired,19.0,80.0,Series A,Nov-23,4.0,Seed → Series A,"Paragon Partners, Nabventures",GoodToGo (Acquirer),25.0,80.0,-16.0,28.0,350.0,850000.0,32,1000000.0,4.2,45000.0,12000.0,18.0,Large,173,17,40,230,Acquired,2023,25,GoodToGo,Acquired,Consolidation in D2C Meat Category,8,7.985096119166125,27.639283539679315,6.839039589442815,16.138996138996138,11.467857142857143,29.719190628328,67.53246753246754,14.875,11,18.41935483870968,11.84679188346419,28.752186765485767,7.200974763401738,3.5606508436928794,17.896351900849822,0,0.0,0,0.0,0,0,0.0,0,0.0,1,65.41,0,12.49,1,68.81,1,45.33,43.67,45.33,8.33,2.67,0,49.33,49.33,35.67,12.33,2.67,0,Seed,96.54,96.54,2.74,0.43,0.29,0,63.13,63.13,36.87,0,Not Ready,48.67,48.67,34.67,14.67,2.0,17.46,14.79,10.91,14.51
ST125,Fipola,Quick Commerce / Meat & Seafood,2016,"Chennai, India",1,Growth Stage (Series A),Private,15.0,9.0,Series A,Jan-22,3.0,Seed → Series A,"CKR Holdings, Institutional Angels",CKR Holdings,20.0,10.0,-35.0,15.0,110.0,180000.0,18,1000000.0,3.8,30000.0,12000.0,18.0,Large,54,145,74,273,Private,0,0,0,Inactive,Insolvency Proceedings / Liquidation,0,5.6306670634061895,21.294873909072457,1.2713343108504394,16.138996138996138,0.6642857142857143,26.340106496272632,-33.21167883211679,30.0,10,13.078917050691242,8.680647997414008,21.29689003810472,2.157542776212155,2.1105445869422983,10.381703182641012,0,0.0,0,1.0,1,1,100.0,0,0.0,0,1.12,0,2.1,0,1.24,0,45.0,45.0,43.67,8.0,3.33,0,59.67,59.67,28.67,9.33,2.33,0,Seed,99.32,99.32,0.27,0.26,0.15,1,95.64,4.36,95.64,0,Not Ready,53.67,53.67,31.67,13.33,1.33,12.03,10.44,6.6,10.12
ST126,Supr Daily,Quick Commerce,2015,"Mumbai, India",2,Growth Stage (Series A),Subsidiary,18.0,150.0,Series A,May-22,4.0,Seed → Series A → Acq by Swiggy,"Swiggy, Y Combinator, Matrix Partners",Swiggy (Parent),,210.0,-45.0,20.0,300.0,1100000.0,35,5000000.0,4.2,140000.0,22000.0,24.0,Large,125,24,80,229,Acquired,2018,50,Swiggy,Subsidiary,Acquired by Swiggy to build Swiggy Daily / Instamart,3,8.477784390103151,26.211024710777348,8.710777126099705,47.91505791505792,13.478571428571428,24.93188498402556,43.91304347826088,25.75,11,19.56048387096774,11.854145700918078,26.18884729142251,23.71111167314771,4.562489517125706,24.475200653907127,0,0.0,0,1.33,0,0,0.9,0,0.0,0,37.94,0,0.29,1,86.02,1,44.33,43.67,44.33,8.0,4.0,0,44.67,44.67,38.33,14.67,2.33,0,Seed,91.9,91.9,6.82,0.79,0.48,1,98.67,1.33,98.67,0,Not Ready,42.0,42.0,40.67,15.33,2.0,25.0,14.67,25.25,23.49
ST127,Livspace,PropTech / Home Interior,2014,"Bengaluru, India",2,Late Stage (Series F),Private,450.0,180.0,Series F,Feb-22,8.0,Series A → B → C → D → E → F,"KKR, Ingka Ventures (IKEA), Venturi Partners, Jungle",KKR,1200.0,1150.0,-380.0,42.0,3100.0,4800000.0,65,1000000.0,4.3,65000.0,28000.0,18.0,Very Large,121,13,58,192,Private,0,0,0,Active,Still Private,0,31.57167460145712,44.94053810635275,37.01847507331378,46.40926640926641,18.31428571428572,17.641831735889248,55.95854922279793,30.0,12,60.55011520737328,46.76940045748172,57.10787681603017,40.81839402312272,38.08751885619184,48.40232448122956,1,100.0,1,52.33,0,0,0.0,0,0.0,0,23.5,0,0.49,0,20.85,1,34.0,31.0,34.0,20.67,14.33,0,32.33,32.33,32.0,23.0,12.67,2,Series A,51.65,40.81,5.86,51.65,1.68,0,98.62,98.62,1.38,0,Not Ready,32.0,32.0,28.0,25.67,14.33,45.1,41.42,38.96,43.03
ST128,Snoonu India,Quick Commerce,2019,"Bengaluru, India",2,Growth Stage (Seed/Venture),Private,12.0,5.0,Seed Round,Jan-23,2.0,Seed → Venture,"Qatar Development Bank, Regional VCs",QDB,30.0,18.0,-6.0,18.0,150.0,220000.0,20,500000.0,4.1,10000.0,22000.0,24.0,Large,120,14,77,211,Private,0,0,0,Active,Still Private,0,3.8212039241145495,22.956305814897505,1.8839442815249263,47.91505791505792,7.942857142857143,21.09265175718849,50.0,30.0,7,7.137442396313364,6.024434379154204,23.1663864600588,18.71199605607569,1.7790064052633767,20.143528013521014,0,0.0,0,0.0,1,1,99.28,0,0.0,0,0.95,0,0.35,0,1.29,1,45.67,43.67,45.67,7.0,3.67,0,60.67,60.67,30.0,7.33,2.0,0,Seed,98.19,98.19,1.21,0.38,0.22,1,98.0,2.0,98.0,0,Not Ready,54.33,54.33,34.33,11.33,0.0,21.06,9.84,21.22,19.31
ST129,Ola Dash,Quick Commerce,2021,"Bengaluru, India",1,Early Stage (Backed by Parent),Subsidiary,,,Corporate Internal,Oct-21,,Parent Capital Infusion,ANI Technologies (Ola),Ola (Parent),,,,,100.0,,15,,4.0,,22000.0,24.0,Large,109,30,78,217,Subsidiary,2022,0,ANI Technologies (Ola),Inactive,Internal Quick Commerce Arm Shutdown by Ola,0,0.0,15.8311345646438,0.0,47.91505791505792,5.0,21.158338658146963,36.23853211009174,30.0,5,2.142857142857142,0.0,15.8311345646438,16.239673129985984,0.0,15.49302492609174,0,0.0,0,0.0,1,1,100.0,0,0.0,0,0.99,0,2.78,0,1.29,0,45.0,45.0,45.0,6.67,3.33,0,59.33,59.33,31.33,7.67,1.67,0,Seed,99.3,99.3,0.39,0.19,0.12,1,98.2,1.8,98.2,0,Not Ready,54.67,54.67,32.0,12.0,1.33,16.79,4.75,19.18,15.98
ST130,HomeLane,PropTech / Home Interior,2014,"Bengaluru, India",2,Late Stage (Series E),Private,115.0,75.0,Series E Ext,Sep-23,8.0,Series A → B → C → D → E,"Accel, Peak XV, IIFL, Stride Ventures",IIFL Fintech Fund,260.0,610.0,-72.0,38.0,1850.0,3200000.0,58,500000.0,4.2,42000.0,28000.0,18.0,Very Large,157,10,73,240,Private,0,0,0,Active,Still Private,0,18.21389219505157,39.02790110614978,25.213049853372432,46.40926640926641,13.81857142857143,30.05231096911608,60.99585062240664,30.0,12,41.70334101382489,27.53707156525216,46.505723686794944,31.687064157649424,15.114736763018238,37.77786050514557,1,100.0,0,7.0,0,0,0.0,0,0.0,0,39.73,0,0.41,0,19.42,1,40.67,31.67,40.67,18.0,9.67,0,34.33,34.33,32.33,23.67,9.67,1,Pre-Series A,52.44,39.41,52.44,6.82,1.32,0,95.03,95.03,4.97,0,Not Ready,36.0,36.0,31.33,22.33,10.33,36.99,28.59,31.71,34.48
ST131,Slice,FinTech,2016,"Bengaluru, India",1,Late Stage (Series C),Private,340.0,50.0,Series C Ext,Nov-23,7.0,Seed → Series A → B → C,"Tiger Global, Insight Partners, Blume Ventures, GGV",Insight Partners,1800.0,850.0,-240.0,52.0,1250.0,5200000.0,64,10000000.0,4.4,580000.0,35000.0,22.0,Very Large,261,55,158,474,Merged,2024,1800,North East Small Finance Bank,Active,Merger with NESFB to gain Banking License,8,24.79537257447883,45.94615765171503,28.05571847507331,68.22393822393822,26.8857142857143,83.70036208732692,43.368421052631575,77.0,10,34.611175115207374,48.0151998431788,48.05301249042472,48.08076271685515,42.02536952943253,56.981295630484944,1,100.0,0,44.0,0,0,0.0,1,83.63,1,62.03,0,0.72,1,57.87,1,34.67,29.67,34.67,21.0,14.67,1,29.67,28.33,29.67,28.0,14.0,0,Seed,53.38,53.38,4.56,40.26,1.79,0,97.08,97.08,2.92,1,Early Preparation,31.33,28.0,31.33,25.0,15.67,46.55,37.65,46.93,45.67
ST132,Upstox,FinTech,2010,"Mumbai, India",3,Late Stage (Series C),Private,300.0,25.0,Series C,Nov-21,5.0,Seed → Series A → B → C,"Ratan Tata, Tiger Global, Kalaari Capital",Tiger Global,3400.0,1300.0,210.0,78.0,1650.0,18000000.0,78,50000000.0,4.4,1400000.0,25000.0,25.0,Very Large,282,20,139,441,Private,0,0,0,Active,Still Private,0,19.772686287239416,68.91408311345646,61.81818181818181,55.73359073359072,57.28571428571431,79.5531416400426,59.27601809954752,30.0,16,56.96428571428571,60.43205993997175,70.78908311345646,58.89663640540503,68.23686330331921,66.38478939223782,1,100.0,1,97.33,0,0,0.0,1,100.0,0,23.82,0,1.25,0,37.17,1,34.67,30.0,34.67,19.33,16.0,1,29.33,27.0,29.33,27.0,16.67,0,Seed,67.41,67.41,12.13,16.68,3.77,0,52.1,52.1,47.9,1,Early Preparation,31.67,23.67,31.67,21.67,23.0,63.9,51.17,58.44,61.89
ST133,OneCard,FinTech,2018,"Pune, India",3,Late Stage (Series D),Private,225.0,100.0,Series D,Jul-22,5.0,Seed → Series A → B → C → D,"Peak XV, QED Investors, Matrix Partners India, Temasek",Temasek,1400.0,580.0,-180.0,45.0,680.0,3800000.0,62,10000000.0,4.5,380000.0,20000.0,22.0,Large,228,62,171,461,Private,0,0,0,Active,Still Private,0,17.528245148957655,39.82665668763953,22.17375366568915,39.84555984555984,26.742857142857147,78.11075612353568,35.93073593073593,30.0,8,21.434331797235025,35.52929508999044,39.9435921715105,30.1771189336413,31.388422054799143,38.20433965033156,1,100.0,0,33.67,0,0,0.0,0,0.0,0,35.39,0,0.36,0,6.84,1,36.33,33.0,36.33,19.33,11.33,1,31.33,30.33,31.33,26.33,12.0,0,Seed,43.13,43.13,15.51,38.88,2.48,0,97.85,97.85,2.15,1,Early Preparation,35.33,31.0,35.33,24.0,9.67,34.31,29.43,31.5,32.66
ST134,Money View,FinTech,2014,"Bengaluru, India",2,Late Stage (Series E),Private,185.0,75.0,Series E,Dec-22,6.0,Series A → B → C → D → E,"Tiger Global, Apis Partners, Winter Capital, Accel",Apis Partners,1200.0,1012.0,170.0,62.0,1100.0,8500000.0,71,50000000.0,4.5,1800000.0,30000.0,24.0,Very Large,163,25,49,237,Private,0,0,0,Active,Still Private,0,17.505558861718246,57.73253247412218,44.80388563049853,63.05019305019305,51.89285714285714,30.06739084132056,57.98319327731093,30.0,12,39.470276497695856,34.82913904770065,57.85914537734799,54.69164569896553,32.49030481796797,52.4818480488936,1,100.0,1,77.0,0,0,0.0,1,100.0,0,23.59,0,1.25,0,40.62,1,37.33,32.67,37.33,17.0,13.0,0,31.0,31.0,29.67,24.33,15.0,0,Seed,78.14,78.14,6.87,12.33,2.67,0,70.57,70.57,29.43,1,Early Preparation,31.33,30.67,31.33,19.0,19.0,55.44,38.01,52.82,52.18
ST135,KreditBee,FinTech,2018,"Bengaluru, India",3,Late Stage (Series D),Private,350.0,100.0,Series D Ext,Mar-23,7.0,Series A → B → C → D,"Advent International, MUFG, PremjiInvest, Motilal Oswal",Advent International / MUFG,700.0,1250.0,145.0,58.0,1400.0,11000000.0,75,50000000.0,4.5,2100000.0,30000.0,24.0,Very Large,162,18,88,268,Private,0,0,0,Active,Still Private,0,25.549078482290987,59.58300563223057,50.77346041055718,63.05019305019305,56.285714285714285,35.758210862619805,53.53159851301115,30.0,8,36.77707373271889,35.535209151192255,60.15760240642412,60.17789407922136,29.82949183049809,55.40825031776131,1,100.0,1,83.67,0,0,0.0,1,100.0,0,31.08,0,1.15,0,37.6,1,37.0,31.33,37.0,16.33,15.33,1,31.0,28.33,31.0,25.67,15.0,0,Seed,62.66,62.66,3.57,31.48,2.3,0,63.17,63.17,36.83,1,Early Preparation,31.33,30.0,31.33,19.33,19.33,58.9,42.1,56.11,55.35
ST136,Perfios,FinTech,2008,"Bengaluru, India",2,Late Stage (Series D / Pre-IPO),Private,460.0,80.0,Series D / PE,Mar-24,6.0,Series A → B → C → D,"Teachers' Venture Growth, KKR, Bessemer Venture Partners",TVG (Ontario Teachers'),1000.0,620.0,28.0,75.0,1200.0,1500000.0,48,2.0,4.6,8000.0,35000.0,20.0,Very Large,173,32,38,243,Private,0,0,0,Active,Pre-IPO Stage,0,27.85592945249946,54.734181550639335,16.471774793548388,63.93822393822393,21.652857742857144,32.14585729499467,57.78688524590165,30.0,18,48.39516129032258,38.8094953420987,57.95595574418771,41.823911110286495,29.040777082814053,48.27382657001709,1,100.0,0,30.0,0,0,0.0,0,0.0,0,40.74,0,0.55,0,21.1,1,37.33,30.0,37.33,19.0,13.67,0,33.67,33.67,30.33,23.33,12.67,0,Seed,50.11,50.11,6.97,40.61,2.31,0,99.36,99.36,0.64,1,Early Preparation,32.33,31.0,32.33,22.33,14.33,46.69,37.27,40.06,41.73
ST137,InCred,FinTech,2016,"Mumbai, India",1,Late Stage (Series D),Private,170.0,500.0,Series D,Dec-23,6.0,Series A → B → C → D,"KKR, OakNorth, MEMG (Ranjan Pai), Abu Dhabi Sovereign",MEMG Family Office,1040.0,1270.0,316.0,64.0,1850.0,2800000.0,55,1000000.0,4.3,65000.0,40000.0,18.0,Very Large,104,34,37,175,Private,0,0,0,Active,Still Private,0,20.16205907812162,64.45913461538461,24.18123167155425,69.1119691119691,16.171428571428574,12.839105431309903,39.77272727272727,30.0,10,45.6676267281106,34.57227438777418,67.81195719602978,43.36599464714016,33.36885778212238,48.5289629806652,1,100.0,0,26.67,0,0,0.0,0,0.0,0,16.63,0,0.7,0,20.18,1,37.33,30.67,37.33,19.33,12.67,0,32.67,32.67,31.0,23.67,12.67,0,Seed,60.74,60.74,7.28,30.4,1.59,0,98.46,98.46,1.54,0,Not Ready,34.0,34.0,32.33,19.33,14.33,53.23,37.99,42.29,47.32
ST138,Yubi (CredAvenue),FinTech,2017,"Chennai, India",1,Late Stage (Series B),Private,220.0,137.0,Series B,Mar-22,4.0,Seed → Series A → B,"Insight Partners, BGV, Peak XV, Dragoneer",Insight Partners,1300.0,480.0,-420.0,48.0,850.0,950000.0,42,2.0,4.5,4000.0,35000.0,20.0,Very Large,178,18,60,256,Private,0,0,0,Active,Still Private,0,15.954320854071993,36.25177592855693,12.162573913782987,63.93822393822393,18.540714885714287,35.0517571884984,62.2568093385214,30.0,9,23.972350230414744,31.72308789776504,38.09048560597629,36.011956062446274,28.4987988508433,38.37408237089267,1,100.0,0,26.0,0,0,0.0,0,0.0,0,28.18,0,0.36,0,4.85,1,37.0,33.33,37.0,18.0,11.67,0,34.33,34.33,30.0,24.0,11.67,1,Pre-Series A,47.62,38.18,47.62,12.46,1.74,0,98.03,98.03,1.97,0,Not Ready,37.67,37.67,29.67,20.33,12.33,35.7,25.6,36.57,34.17
ST139,Oxyzo,FinTech,2016,"Gurugram, India",2,Late Stage (Series A),Private,200.0,200.0,Series A,Mar-22,1.0,Series A (Unicorn),"Alpha Wave, Tiger Global, Norwest, Matrix Partners","Alpha Wave, Tiger Global",1000.0,920.0,290.0,55.0,650.0,1100000.0,45,2.0,4.4,6000.0,45000.0,18.0,Very Large,109,10,48,167,Private,0,0,0,Active,Still Private,0,10.681490297915316,55.18583823827888,11.741569514956012,78.57142857142856,16.21285774285716,11.825005324813633,58.92857142857143,30.0,10,29.679723502304142,19.967279152126952,52.98422533505306,40.76514278352721,26.598835654494845,41.70640936072842,1,100.0,0,9.67,0,0,0.0,0,0.0,0,13.66,0,0.57,0,18.69,1,38.67,33.33,38.67,17.33,10.67,0,36.33,36.33,32.0,20.33,11.33,1,Pre-Series A,54.31,36.88,54.31,7.59,1.22,0,99.05,99.05,0.95,0,Not Ready,39.0,39.0,30.0,19.0,12.0,46.24,26.29,40.54,41.03
ST140,Vivriti Capital,FinTech,2017,"Chennai, India",2,Late Stage (Series C),Private,210.0,30.0,Series C Ext,Nov-23,5.0,Series A → B → C,"Creation Investments, TVS Capital, Lightrock",TVS Capital Funds,650.0,1100.0,185.0,52.0,950.0,1400000.0,44,2.0,4.4,5000.0,45000.0,18.0,Very Large,147,30,55,232,Private,0,0,0,Active,Still Private,0,16.43555687802063,55.45926781002638,13.824780658651026,78.57142857142856,16.528572028571446,27.60051118210863,50.21459227467812,30.0,9,32.69009216589861,26.03715967981472,54.06813877776832,43.308825759714914,24.89970729088775,44.424342748435066,1,100.0,0,16.33,0,0,0.0,0,0.0,0,21.26,0,0.68,0,14.92,1,39.67,31.0,39.67,17.33,12.0,0,35.0,35.0,29.67,23.33,12.0,0,Seed,45.72,45.72,42.17,10.8,1.31,0,98.58,98.58,1.42,0,Not Ready,36.0,36.0,32.0,18.33,13.67,47.6,30.01,42.25,42.76
